Year,Gini_Index,Education_Spending_%GDP,Unemployment_%,Country_Canada,Country_China,Country_France,Country_Germany,Country_India,Country_Indonesia,Country_Japan,Country_South Africa,Country_UK,Country_USA,Education_Efficiency,Edu_to_Unemp_Ratio,Economic_Stress_Index
2023,-0.1981845385294942,2.326509744196453,-0.1452432495389512,False,False,False,False,False,False,False,False,False,True,-11.739167447806045,-16.018133508545855,-0.3434277880684454
2000,0.332446085133839,-0.6611756077842315,-1.144326267882196,False,False,False,False,False,False,False,False,False,True,-1.988814573356992,0.5777864269377446,-0.8118801827483569
2010,0.5726933806197099,-0.5748881415108541,0.9208746606899892,False,False,False,False,False,False,False,False,False,True,-1.003830596152821,-0.6242842177847384,1.493568041309699
2022,0.6779133041309412,0.0150531016885131,-0.1649011318394727,False,False,False,False,True,False,False,False,False,False,0.0222050214854377,-0.0912861713365215,0.5130121722914684
2020,-0.1859975933831675,-1.1054209822326062,0.4477411488864709,False,False,False,False,False,False,False,False,False,False,5.943232411549349,-2.468878538645009,0.2617435555033034
2003,0.7749961768874825,-0.555887578480544,-1.7965120871711149,False,False,False,False,False,False,False,False,False,True,-0.7172769076567234,0.3094261885997459,-1.0215159102836324
2006,-2.264120310791945,1.7362432564451942,0.5084292111583946,False,False,False,False,False,False,False,False,False,True,-0.7668514853300243,3.414909693287858,-1.7556910996335506
2014,0.7189589854999706,0.2877060834773171,1.393849658024566,False,False,False,False,False,False,False,False,False,True,0.4001698137306542,0.206410982282039,2.112808643524537
2017,-0.4527702910251328,0.9038746099992322,0.047752510293416,False,False,False,False,False,False,False,False,False,True,-1.9963249008181052,18.927919737114145,-0.4050177807317168
2011,0.4179382788977273,1.480333607967004,0.4424553357591987,False,False,False,False,False,False,False,False,False,True,3.5419824905456,3.345716827462625,0.860393614656926
2016,-0.6503290296190987,0.1430298258282631,-0.299301723439231,False,False,False,False,False,False,False,False,False,True,-0.219934893336885,-0.4778799870067917,-0.9496307530583296
2000,-1.2519775646056135,-0.2807403360365383,0.2991694485416148,False,False,False,False,False,False,False,False,False,False,0.2242376926000804,-0.9383959458732676,-0.9528081160639988
2010,-1.0518599210203349e-15,-1.470537624521198,1.4952829461017394,False,False,False,False,False,False,False,False,False,False,-1470537.6260679977,-0.9834504198048432,1.4952829461017385
2000,-1.407269820614233,-0.4393473468080971,2.1246870822733097,False,False,False,False,False,False,False,False,False,True,0.3121985937387104,-0.2067820450793028,0.7174172616590768
2014,-0.4285854561785186,-0.2230977594002122,0.242474017290234,False,False,False,False,False,False,False,False,False,False,0.5205456151850852,-0.9200855489915156,-0.1861114388882846
2020,-0.7951989256732174,-0.8557483652420511,-1.0619105469031809,False,False,False,False,True,False,False,False,False,False,1.0761451176039871,0.8058580580028193,-1.8571094725763984
2009,-0.2290521043168829,1.4524996372195829,0.5411634998433689,False,False,False,False,False,False,False,False,False,True,-6.341378014969571,2.6840260912162286,0.312111395526486
2006,0.6345092118544692,1.0179012287713551,-1.2745770773733405,False,False,False,False,True,False,False,False,False,False,1.604231436711408,-0.7986194365651805,-0.6400678655188713
2001,-0.5086740564102311,0.9033451920314126,-0.6762501962684472,False,False,False,False,True,False,False,False,False,False,-1.775885670859848,-1.3358170287167577,-1.1849242526786783
2009,0.2058277700349204,-0.1776735416032457,-0.5647933234380961,False,False,False,False,False,False,False,False,False,True,-0.8632104325022301,0.3145820759773828,-0.3589655534031757
2023,0.5831142543351926,-1.0772553132488087,1.9245863040287023,False,False,False,False,False,False,False,False,False,False,-1.8474140493494435,-0.5597331495400653,2.507700558363895
2003,-0.6129593754611924,1.2393621692691976,1.3269995884857355,False,False,False,False,True,False,False,False,False,False,-2.02193528775375,0.933957512922776,0.7140402130245431
2011,-0.6000788807943932,0.2653955393081255,1.1249477584723355,False,False,False,False,False,False,False,False,False,True,-0.4422684918110803,0.2359178916455971,0.5248688776779423
2018,1.142675580228472,0.6948821951399929,0.7338314258908492,False,False,False,False,True,False,False,False,False,False,0.6081179987088342,0.9469221727241448,1.8765070061193208
2010,-0.1440995925462488,0.5439411100934752,-0.9533420708348758,False,False,False,False,True,False,False,False,False,False,-3.774784336765094,-0.5705629671625561,-1.0974416633811246
2007,0.3786403254995468,0.241126806854563,-5.777342493291899e-16,False,False,False,False,True,False,False,False,False,False,0.6368211566353489,241126.80699387024,0.3786403254995462
2017,0.3719096848201708,1.8983420284045327,1.726266901721207,False,False,False,False,True,False,False,False,False,False,5.104295482455511,1.0996798506835217,2.0981765865413777
2010,-1.1376579201143842,-0.7086836598556868,0.3696634051936025,False,False,False,False,False,False,False,False,False,False,0.6229326674200102,-1.91710007752716,-0.7679945149207816
2010,-0.7494079642233111,-0.3667748645097304,0.9381203888182408,False,False,False,False,True,False,False,False,False,False,0.4894201442201135,-0.3909673831994809,0.1887124245949296
2012,0.2598045380252234,1.5466281294031448,-1.6377204320813314,False,False,False,False,True,False,False,False,False,False,5.95302217635172,-0.9443791769861206,-1.377915894056108
2002,-1.909808963597436,0.0168627228187807,0.6373377778373732,False,False,False,False,True,False,False,False,False,False,-0.0088295384353812,0.0264580210794634,-1.2724711857600628
2011,-0.2612633543470314,-0.1872212786362464,-1.0957206334485523,False,False,False,False,False,False,False,False,False,False,0.716602585566395,0.1708660435763169,-1.3569839877955836
2002,-0.8421448942894862,-0.3119044628827835,-0.2825365942339845,False,False,False,False,True,False,False,False,False,False,0.3703695591665319,1.1039474998837735,-1.1246814885234708
2009,0.9127848718230596,0.6028666254368625,1.3204842744626704,False,False,False,False,True,False,False,False,False,False,0.6604688394582494,0.4565492982738335,2.23326914628573
2016,0.2338402658697795,-0.2886284194763115,0.2717281042538433,False,False,False,False,False,False,False,False,False,False,-1.2342920673250275,-1.0621917746679106,0.5055683701236228
2021,0.984499629477528,-0.3987849244368601,0.7282151618722604,False,False,False,False,False,False,False,False,False,False,-0.4050631482566895,-0.5476188875176499,1.7127147913497884
2001,-0.1083364281854039,0.5866897831288801,-0.2474879813022521,False,False,False,False,False,False,False,False,False,False,-5.415493278199136,-2.370588465065016,-0.355824409487656
2016,-0.1747435612613477,0.0278458962761529,-1.946224376875788,False,False,False,False,True,False,False,False,False,False,-0.1593538292855061,-0.0143076568738235,-2.120967938137136
2015,-0.34442877716762,-1.054114132468541,-0.9795626915295548,False,False,False,False,False,False,False,False,False,False,3.0604794454645377,1.076107958879624,-1.3239914686971748
2001,-0.5204199359302369,-0.0322427883286758,0.5967162976768294,False,False,False,False,False,False,False,False,False,False,0.0619554480104428,-0.0540336076299532,0.0762963617465924
2021,2.310971428640989,1.304640591428107,0.2595812224738572,False,False,False,False,True,False,False,False,False,False,0.5645418245839158,5.025924267828082,2.5705526511148458
2019,0.6433562024958942,0.6872522554732804,1.5550473302652243,False,False,False,False,False,False,False,False,False,False,1.068228120874525,0.4419491292312855,2.1984035327611187
2005,-1.0205917885390314,1.425766447509961,0.0565264471234827,False,False,False,False,True,False,False,False,False,False,-1.397001093406825,25.222551522544656,-0.9640653414155488
2009,2.270693046750325,-0.7811995883244186,-0.93811594083419,False,False,False,False,False,False,False,False,False,True,-0.3440355997948832,0.8327333403620678,1.332577105916135
2009,-0.433295231465769,0.9864396451573912,-0.0921983254846931,False,False,False,False,False,False,False,False,False,False,-2.27660461072933,-10.699221913125486,-0.5254935569504621
2007,0.2116673090385404,-0.699973844432425,0.9065857000206312,False,False,False,False,False,False,False,False,False,True,-3.3069373852510644,-0.7720980733740035,1.1182530090591716
2000,0.7609808411491328,-1.2728659928390764,-1.7814103623064803,False,False,False,False,True,False,False,False,False,False,-1.6726627680326311,0.7145275082595461,-1.0204295211573475
2012,-1.4396216975654343,-0.8516133518187907,0.2702498176129295,False,False,False,False,False,False,False,False,False,False,0.5915539789466543,-3.1511962085477423,-1.1693718799525048
2023,-0.8084307886415794,0.0652812552390322,-1.2968729420219154,False,False,False,False,True,False,False,False,False,False,-0.0807506800914963,-0.0503374721310217,-2.1053037306634947
2008,1.3903423142794442,0.94495676039813,0.0917592760424735,False,False,False,False,False,False,False,False,False,True,0.6796571398538792,10.298102851834638,1.4821015903219177
2021,-0.2732818561828824,0.2409191778979635,0.6417949103443189,False,False,False,False,True,False,False,False,False,False,-0.8815808807944374,0.375382849929212,0.3685130541614365
2009,0.8134502420559765,-0.2140550479008098,0.4714656205511981,False,False,False,False,False,False,False,False,False,False,-0.2631442879843558,-0.4540195181804283,1.2849158626071746
2014,-0.476363533891752,-1.07645029694161,1.240824580411075,False,False,False,False,False,False,False,False,False,False,2.25972913559617,-0.8675274864860469,0.7644610465193229
2004,-0.1580188066258464,0.628405690452022,0.1776384252356669,False,False,False,False,False,False,False,False,False,True,-3.976803019041754,3.5375350354705444,0.0196196186098205
2021,1.5121097605090306,0.8818380052376896,0.4341042336621798,False,False,False,False,True,False,False,False,False,False,0.5831834732403012,2.0313922451438007,1.9462139941712104
2015,0.3150204239978095,0.2290153683682301,0.4682265264355382,False,False,False,False,False,False,False,False,False,False,0.7269834713521661,0.4891112876503622,0.7832469504333477
2012,-0.3798848331533557,-1.0961792628018874,-1.0131675955167807,False,False,False,False,False,False,False,False,False,True,2.885564393995597,1.0819338770666485,-1.3930524286701365
2021,-0.6805601393100894,0.729838740060962,-0.1913829095897217,False,False,False,False,False,False,False,False,False,False,-1.0724104606115927,-3.813520001057397,-0.8719430488998111
2019,-0.5992989054272139,1.1405008392705305,-2.4662517789390024,False,False,False,False,False,False,False,False,False,False,-1.9030616141691936,-0.4624431744776505,-3.065550684366216
2017,1.02918912970362,1.4405207674658858,0.3007239398374573,False,False,False,False,True,False,False,False,False,False,1.3996643825963608,4.790160630656345,1.3299130695410772
2010,0.6063431387122586,-0.4931199383602617,-2.7517350530403752,False,False,False,False,False,False,False,False,False,False,-0.8132674283081878,0.1792033419128626,-2.1453919143281164
2008,-1.0938590875223904,0.3644401547292755,-5.777342493291899e-16,False,False,False,False,True,False,False,False,False,False,-0.3331695024120902,364440.15493982506,-1.093859087522391
2015,0.003848179904589,-0.5881330302648117,1.5461456004953733,False,False,False,False,False,False,False,False,False,False,-152.79437304648667,-0.3803863295216498,1.5499937803999624
2001,-0.1329327824915389,-0.9686668359687716,0.41960982154664,False,False,False,False,False,False,False,False,False,True,7.286946867130344,-2.308488690540369,0.2866770390551011
2001,0.207173615718896,1.4897639475571645,0.5702096019407085,False,False,False,False,False,False,False,False,False,False,7.190861401565452,2.6126556442247155,0.7773832176596045
2011,-0.609687245697335,0.4902896158210681,1.108600232458753,False,False,False,False,True,False,False,False,False,False,-0.8041670929615515,0.4422596705342469,0.4989129867614179
2007,0.9015040481755202,1.2047714845673858,-0.4912697843505512,False,False,False,False,True,False,False,False,False,False,1.3364001532832466,-2.4523672640020733,0.410234263824969
2008,-0.0747748422099509,-1.2654405282789782,-1.30858185302199,False,False,False,False,False,False,False,False,False,True,16.92357234667518,0.9670327403588512,-1.383356695231941
2011,0.2581072926601728,0.2193364088322793,-0.1508995071981415,False,False,False,False,False,False,False,False,False,False,0.8497844318433395,-1.453535975304736,0.1072077854620313
2008,-0.7705602667253952,0.4350800062515584,-0.8113917548339421,False,False,False,False,False,False,False,False,False,False,-0.5646288676800875,-0.5362151388335712,-1.5819520215593372
2009,-0.725814495217696,-0.880180546817945,0.0078961108493347,False,False,False,False,False,False,False,False,False,True,1.2126814293442547,-111.4560202598773,-0.7179183843683613
2001,2.286860581122593,1.396192260033806,0.181548470962155,False,False,False,False,False,False,False,False,False,False,0.6105276644458874,7.690423181265286,2.468409052084748
2015,1.5252758739484154,-0.3045582917960439,-0.533601457389651,False,False,False,False,False,False,False,False,False,False,-0.1996741031073575,0.5707609271662343,0.9916744165587644
2019,-0.1354772490618812,0.3814445699769949,-0.7633812558166307,False,False,False,False,True,False,False,False,False,False,-2.815582602990162,-0.4996783281602459,-0.8988585048785119
2006,1.288054498301982,-0.6035638048141226,-2.1688010851312707,False,False,False,False,False,False,False,False,False,False,-0.4685852477706037,0.2782938865375371,-0.8807465868292887
2001,1.0035884880727852,-1.235595173014194,-0.2317157832448682,False,False,False,False,False,False,False,False,False,False,-1.2311758818707184,5.332396818671944,0.771872704827917
2000,-0.6289081759363497,0.8322266487928939,-0.4932355482818171,False,False,False,False,False,False,False,False,False,True,-1.3232901144017502,-1.6872837713658866,-1.1221437242181669
2018,-0.7174830788009803,0.3082830317102044,-0.4240494624476724,False,False,False,False,False,False,False,False,False,True,-0.429673494040982,-0.7269995272020271,-1.1415325412486528
2003,0.5203444987906147,0.1691315846010885,0.6468603666270122,False,False,False,False,True,False,False,False,False,False,0.3250370859249932,0.2614649650248965,1.1672048654176268
2023,0.1574049385645462,-0.3365926433545407,1.850530701383881,False,False,False,False,False,False,False,False,False,False,-2.138373217834579,-0.1818896931637685,2.0079356399484274
2021,-0.4306525036210271,0.2815540943347174,-0.4152105952341902,False,False,False,False,False,False,False,False,False,False,-0.653786395652492,-0.6781011266753427,-0.8458630988552173
2001,0.5670202160134541,1.1787600016930415,0.3096735783614086,False,False,False,False,False,False,False,False,False,False,2.078864014966721,3.806447425972948,0.8766937943748627
2013,-1.354822755836541,-0.734602590005652,0.1808664555454235,False,False,False,False,True,False,False,False,False,False,0.5422134585904018,-4.061552078511781,-1.1739563002911175
2001,0.0285610084959157,0.4860758701424848,1.0400840525352746,False,False,False,False,True,False,False,False,False,False,17.01826642240487,0.4673424245042686,1.0686450610311904
2014,-1.174018002772744,0.1350240824328838,-0.9566286995187324,False,False,False,False,False,False,False,False,False,True,-0.115010329589767,-0.1411459050378875,-2.130646702291477
2011,-1.144766973699981,-0.2446022686038882,-0.985425402131882,False,False,False,False,True,False,False,False,False,False,0.2136701074485231,0.2482202268126423,-2.130192375831863
2004,-0.7013455913399135,-1.6782572539350482,-0.8717427155821755,False,False,False,False,False,False,False,False,False,False,2.392913946521995,1.925177175689312,-1.573088306922089
2019,0.2490925666880343,-0.0754238212192198,-2.27942409446186,False,False,False,False,False,False,False,False,False,False,-0.3027931320028063,0.0330889958088392,-2.0303315277738254
2006,-0.673342088676956,0.5963769616752312,-0.1118883886827414,False,False,False,False,True,False,False,False,False,False,-0.8856981575965442,-5.330153547208687,-0.7852304773596974
2023,-1.1555297308093877,0.2542209216401406,-1.094077159392146,False,False,False,False,False,False,False,False,False,False,-0.2200039816076854,-0.2323612661310363,-2.249606890201534
2020,0.3503154574156512,-1.4752664988416326,0.1780745944491144,False,False,False,False,False,False,False,False,False,False,-4.21123948821858,-8.284495713213493,0.5283900518647655
2009,1.2522976402255015,1.159938569763768,-2.401292895985464,False,False,False,False,True,False,False,False,False,False,0.9262475678763796,-0.4830477176485627,-1.1489952557599623
2013,0.4938523765119323,1.5532624940578936,-0.1226252657866172,False,False,False,False,True,False,False,False,False,False,3.145189580414592,-12.66684439734612,0.3712271107253151
2013,1.526802516159902,-0.1710943415545691,-0.3169483344291824,False,False,False,False,False,False,False,False,False,False,-0.1120604843672959,0.5398194683123224,1.2098541817307196
2004,1.1780705655851509,2.203943341152675,-0.598724613492881,False,False,False,False,False,False,False,False,False,False,1.870805989666656,-3.681069681376248,0.5793459520922699
2017,-0.5065271717583116,-0.8776015649788546,0.9069539060489544,False,False,False,False,False,False,False,False,False,False,1.732588785950435,-0.9676352805698196,0.4004267342906428
2023,0.4879096604098979,-1.3118251020516765,-0.8520630684979942,False,False,False,False,False,False,False,False,False,True,-2.688658413303782,1.5395886644316272,-0.3641534080880962
2013,-0.1549732784687275,-1.059387833277305,0.2293518000017397,False,False,False,False,False,False,False,False,False,True,6.835982820573186,-4.619031610990881,0.0743785215330121
2001,0.8697895318417262,0.1768702968819582,-0.6834823408359411,False,False,False,False,False,False,False,False,False,True,0.2033481515456906,-0.2587785303189617,0.1863071910057852
2011,-0.1551338358205826,-1.8085508417851648,1.5517358654316882,False,False,False,False,True,False,False,False,False,False,11.658078911654956,-1.1655009828499705,1.3966020296111057
2021,-0.7741187162132098,-0.3687208559092806,-0.2006334625059857,False,False,False,False,False,False,False,False,False,True,0.4763110935026404,1.8377926049643143,-0.9747521787191956
2023,1.1462968755406824,2.815688508702632,0.592389082222053,False,False,False,False,True,False,False,False,False,False,2.4563323101113976,4.753098664550552,1.7386859577627354
2005,0.2086860544459294,-1.539191297521575,0.5278788271462294,False,False,False,False,True,False,False,False,False,False,-7.375595489658789,-2.915798669258864,0.7365648815921587
2003,-0.6629434354579528,-0.6004741685095561,1.0507962470545351,False,False,False,False,False,False,False,False,False,True,0.9057712048479076,-0.5714462710981887,0.3878528115965823
2012,-0.5165623222661154,-1.0802346408242387,0.0755332827256492,False,False,False,False,False,False,False,False,False,True,2.0912031045710724,-14.30124973514077,-0.4410290395404662
2003,-0.6686200047782666,-0.3431160510046209,-1.3524561234807384,False,False,False,False,False,False,False,False,False,True,0.5131712508207991,0.2536986588668186,-2.021076128259005
2021,-0.9633541130061378,-0.4052644821667885,0.3652190222916686,False,False,False,False,False,False,False,False,False,False,0.4206811362265317,-1.1096447550269848,-0.5981350907144692
2013,-0.4977223944431261,-0.7206223205364238,0.2034048620775123,False,False,False,False,False,False,False,False,False,True,1.4478427662180158,-3.542780494014547,-0.2943175323656138
