Country,Year,Gini_Index,Education_Spending_%GDP,Unemployment_%
USA,2011,38.32029467781018,5.758874426667958,7.283211663163852
USA,2016,31.10403364582482,4.66851958909115,6.142873153883462
Brazil,2000,27.03983281953333,4.323003594758864,7.062931433937335
Brazil,2010,35.497076470401,3.3529164338893622,8.901773768935572
USA,2000,25.990816860072805,4.193685242580283,9.869386770357371
Brazil,2014,32.60193543066376,4.370001788531481,6.975770843074777
India,2020,30.125421853375084,3.8541775922726975,4.970478232758331
USA,2009,33.94980477023914,5.736180327497099,7.434960432238169
India,2006,39.78325471758363,5.381835650256408,4.643535831168999
India,2001,32.06092828727306,5.288433739261092,5.5633722859765244
USA,2009,36.88746528447567,4.407037887792978,5.73472025312599
Brazil,2023,39.43607622936253,3.6735745194766425,9.56176229905691
India,2003,31.35646969523728,5.562401211373681,8.643063736073994
USA,2011,31.443478827685382,4.768289027739506,8.332439819823245
India,2018,43.21597341320126,5.11846589788342,7.7311580253053
India,2010,34.52366816133256,4.995397867666417,5.137385729787564
India,2007,38.05483275879125,4.748501803485732,6.603003970165239
India,2017,38.00936655415534,6.099692653206567,9.256876421957076
Brazil,2010,27.812074363532133,3.974085062135962,7.171305156094658
India,2010,30.43474474296803,4.25285635852705,8.045221192697063
India,2012,37.25208418124012,5.812926881404257,4.08525822986071
India,2002,22.59611067965814,4.565650732405924,7.582813737358467
Brazil,2011,33.73221429776945,4.399253253216386,4.91850037395446
India,2002,29.808296765643306,4.297594292160978,6.168646986715554
India,2009,41.66303685185992,5.043442090355008,8.63304743304267
Brazil,2016,37.07669271892969,4.31657213912953,7.020744546398195
Brazil,2021,42.14747778434406,4.226757334386963,7.722523874730982
Brazil,2001,34.76525219867988,5.030252493120027,6.222528891211491
India,2016,34.31666484339787,4.57460573311043,3.610980399739083
Brazil,2015,33.17042288552261,3.692442407796416,5.0970755188571975
Brazil,2001,31.98158360266945,4.52561313410819,7.520364398243185
India,2021,51.10793803433591,5.615625201570221,7.002070565625618
Brazil,2019,39.84301709475933,5.112244916729299,8.993652407500463
India,2005,28.602868724379302,5.714383737138903,6.6899047736673545
USA,2009,50.83585321497307,3.914960056685964,5.160793585731469
Brazil,2009,32.570120389986364,5.356183819797625,6.4612630864923855
USA,2007,36.92691200106113,3.981186507228689,7.996741411388413
India,2000,40.6375842312312,3.5140856631512456,3.864356846045613
Brazil,2012,25.772276437564997,3.8575490266092447,7.018471905830122
India,2023,30.03603919010541,4.605128210715571,4.609259334921092
USA,2008,44.88898894742414,5.322361239858784,6.744069882187697
India,2021,33.65102801998163,4.748332515669252,7.5896658997687965
Brazil,2009,40.992020700565234,4.377374656506487,7.3278105577793715
Brazil,2014,32.279189356121925,3.67423088001088,8.51058278557077
USA,2004,34.42964236707895,5.064265065253002,6.876095994719828
India,2021,45.711541196459,5.270898108631453,7.270373115558449
Brazil,2015,37.62507345378814,4.738626885221112,7.322830943888993
USA,2012,32.930913398414006,3.658145100808388,5.045413096987273
Brazil,2021,30.899819235182918,5.14696730374843,6.308781894194535
Brazil,2019,31.44874764552078,5.481795794075802,2.8115174689857905
India,2017,42.44936018442255,5.72641349758224,7.065321227556429
Brazil,2010,39.59298985183352,4.149842395419427,2.3726304140178964
India,2008,28.107940207558453,4.849043884640959,6.603003970165239
Brazil,2015,35.52307134122422,4.072374593581932,8.979967353708405
USA,2001,34.599101169163966,3.762110851377261,7.24809016442268
Brazil,2001,36.896556617409765,5.766563342626664,7.479614390505691
India,2011,31.37857328515178,4.95165375574176,8.307307988297575
India,2007,41.58683366989654,5.534198105315463,5.84775149687406
USA,2008,34.99196433628385,3.520139927943206,4.591258667519894
Brazil,2011,37.24061910551246,4.730735259927227,6.371018959769213
Brazil,2008,30.291858655314105,4.906639252919845,5.355612721675325
USA,2009,30.594121173976628,3.834257101708298,6.615143038022273
Brazil,2001,50.9450666556014,5.690270772820162,6.882107094526252
Brazil,2015,45.8004797145601,4.303583905956344,5.782672996669536
India,2019,34.58191302270253,4.862908233693994,5.429421551938931
Brazil,2006,44.19802370436164,4.059793293878666,3.268802609120045
Brazil,2001,42.27642508557458,3.544473985714367,6.246776243626671
USA,2000,31.24873382570517,5.230448075347454,5.844729434214623
USA,2018,30.650400791587188,4.8032568379234855,5.951092504177599
India,2003,39.0120597521079,4.689801349695832,7.597453267336924
Brazil,2023,36.56036382867693,4.277465075921644,9.447913088622547
Brazil,2021,32.587972301967675,4.781463714655682,5.964680916363176
Brazil,2001,39.32735926249242,5.512989950097934,7.079079933761435
India,2013,26.34510244644232,3.952952368688679,6.881058599693642
India,2001,35.690009167114745,4.948218127991113,8.201974796645906
USA,2014,27.566458078623462,4.661992200807248,5.132333038738075
India,2011,27.764051938849622,4.35246834104325,5.088062494194076
Brazil,2004,30.75941126208556,3.183554688401114,5.26283231094671
Brazil,2019,37.17972365806393,4.490405989155329,3.0987365801044597
India,2006,30.948577946692215,5.038150819686929,6.430992613112378
Brazil,2023,27.69134835229771,4.759177935259926,4.921026965015891
Brazil,2020,37.86349521606168,3.3490608020871906,6.8767665384571455
India,2009,43.95648226664622,5.49764411796293,2.911381858320765
India,2013,38.83310260521208,5.818336132235796,6.414486299786298
Brazil,2013,45.81079234756188,4.412402160814764,6.115744177056632
Brazil,2004,43.455070361615526,6.348861072660114,5.682556062385632
Brazil,2017,32.07543072494039,3.8363598440783058,7.997307472079362
USA,2023,38.79295891618466,3.482320813784182,5.293086771138016
USA,2013,34.45021523866906,3.688142558154495,6.95559743250099
USA,2001,41.37259868718836,4.696111017315681,5.552253965156082
India,2011,34.449130656418575,3.077321351058414,8.988561534653375
USA,2021,30.2678209447444,4.251269717432692,6.294560577940462
India,2023,43.240435654101525,6.84764026682015,7.513711963514263
India,2005,36.90677330434022,3.296940472800208,7.414537271215469
USA,2003,31.01882197214461,4.062312392333356,8.218443164257286
USA,2012,32.00764219955706,3.671145359940878,6.719124888673923
USA,2003,30.98047613336909,4.272146292572827,4.523808658719493
Brazil,2021,28.989515403741706,4.221474303552423,7.1644725942602765
USA,2013,32.134907946538696,3.9643510162136426,6.915707967148441
Brazil,2015,37.23812728238724,4.374956191704417,1.9457328395608968
India,2003,35.497076470401,5.006564471641214,3.992114339906605
Brazil,2023,32.370698381707044,5.608276671841012,7.558912024627868
USA,2000,43.97304481278334,4.272459611109222,8.630591742192019
India,2012,22.936199156722168,4.504628128806976,6.375950370310608
India,2003,36.83681549093426,4.8706046627037685,7.713847930381348
India,2019,34.14344447109444,3.511377266695603,6.663739910365908
Brazil,2017,29.17891262122112,4.37787919907042,6.554611109960405
USA,2005,37.18672607472631,4.095575601749912,6.285231845155772
India,2002,33.68151072583307,5.261546379007083,6.621083727806068
India,2022,42.48244079728336,5.901460361588666,7.082608501095227
India,2012,40.2083914544688,3.8783499734695774,5.897426925125474
Brazil,2015,46.43678441824392,5.523992184096606,8.370049737524148
Brazil,2004,32.10009241691605,3.333302045486856,4.999692162372549
USA,2003,43.37932693848509,4.660538947713977,9.051717147789
Brazil,2020,28.00487139190747,4.707997447658114,6.176762709877688
India,2007,34.33618100434653,3.312868444922444,6.421948354062432
USA,2018,32.20851768419437,3.837258574726575,5.558499288006395
India,2013,38.61467247745645,3.759423323624551,7.114133317316722
India,2006,38.46965478946132,3.450880616391978,5.935010642286241
Brazil,2013,29.596282440632173,2.3670256717410134,5.786862155426015
USA,2005,38.9491530439065,4.334200441414979,7.419456682954311
Brazil,2011,32.71706550293665,4.430580932154213,8.24176655158946
Brazil,2015,35.497076470401,4.424299621915672,4.936841636367706
USA,2016,34.92931182714604,5.112564883571081,7.738367369890357
India,2012,26.138935031824893,2.949734944352346,8.371837505632008
India,2022,40.58783809993263,4.19515990569672,3.852510550780116
USA,2013,34.66627513734968,6.547982324683549,5.230889045271791
India,2006,34.79752626921176,5.20940473037023,8.335747332001851
USA,2013,34.47700023748096,5.213970935382156,7.0597334008475965
USA,2014,44.8811005201507,3.686724430493808,9.06393600602667
Brazil,2011,44.11326613297892,4.343276876544281,6.234035667692549
USA,2016,43.10456656039512,2.6601114723220904,5.710952808816721
Brazil,2008,34.48975013444697,4.968385845843345,8.542044228056923
India,2021,28.306250525060378,5.620239254951815,5.246579373905963
India,2014,34.904123342696515,3.340161912846371,6.1339045229332765
India,2011,36.88640252436309,3.5728925421811417,7.339225218954494
India,2001,39.875661823359664,4.474377573196621,7.487695577013373
Brazil,2004,36.86709644660146,4.622635201504821,5.303521129929105
India,2012,28.84103434286248,4.066619616762249,6.891026354731321
USA,2019,31.787507177958684,3.847704336685953,6.063644811644559
USA,2022,31.243180812506463,3.8562741894286967,3.97590973264981
USA,2007,38.23431830243493,4.460775044948162,5.808380038465415
Brazil,2013,38.3815847194398,4.968909754772289,4.048567430007502
India,2014,39.16779132848522,4.460558204503144,5.51081158517758
India,2010,36.80621512803412,4.384112165933685,4.697602832252553
India,2000,22.644802941388136,3.092596578982117,7.660737355031978
Brazil,2020,24.64484193035115,5.193646940297265,6.950545914223383
USA,2002,34.15887421196215,4.458887857602461,8.807932811039304
USA,2016,35.588467522798354,4.150699014730773,5.117352359298604
India,2018,42.52199352291787,4.70411067235016,6.684913575074338
USA,2013,35.46677088797019,3.8249521144360736,4.845539892311418
USA,2021,29.14430401484212,4.16731257753944,5.552626967213581
Brazil,2022,38.97298884666421,4.586070115259938,5.900799965848513
Brazil,2007,34.896489842814546,3.9571562450628543,9.460471179527
Brazil,2012,32.58767128679579,3.1834596958610124,7.045835228765836
Brazil,2019,25.31240355217934,3.053222253273451,6.308355818146
India,2002,35.5111220486674,4.85658625688316,8.118514513043777
Brazil,2004,36.37290746587677,4.475112970575526,7.509492826099247
USA,2008,29.023122175363703,4.446824214902926,6.415875520361708
India,2005,39.46614672923765,3.5705578194423406,7.512790968959683
USA,2021,38.9287807919059,4.483560531890164,6.041362121903082
USA,2001,35.29347549435786,4.179636326232158,10.97845971655297
USA,2012,35.070337147652246,4.019950497382904,8.330019235496595
Brazil,2004,40.67622647998549,4.439959396383884,5.890110980946854
Brazil,2007,37.20518221268619,4.737144746554296,7.638863726361677
India,2022,30.78646730630984,5.899922387363399,7.323335723173505
India,2000,33.814110298399115,4.952234653374569,6.9246644551138
Brazil,2019,38.34109641161648,5.186050145601453,7.272178055324419
USA,2011,22.80607445400764,5.383724056299719,5.281346486196059
India,2022,29.41084370726223,3.888781901784813,5.847413345490629
Brazil,2010,74.27636939626431,4.243292343226275,8.988037196038835
Brazil,2006,42.25326562529668,3.7760715774543674,6.806028348190815
Brazil,2014,41.12629244160807,3.954542478131677,5.449624243212619
USA,2021,40.35975987348668,4.15740606069772,6.289727616809043
Brazil,2023,35.778463176028644,3.935475774064302,5.698732220698558
Brazil,2010,28.826579541873866,4.679281965916528,7.846589467713679
Brazil,2021,33.82025969256059,4.846274504831802,5.658741894124342
Brazil,2015,23.040385696284893,3.45508586773117,6.566201673297312
India,2002,42.80393651726452,4.250334519052602,5.5062219768059695
India,2019,30.097323185154146,4.259094699377644,9.811861951979193
Brazil,2013,31.799925439860782,3.322074936819207,7.443828448335146
USA,2002,41.35171431584346,3.8870836670216513,7.384391493858186
India,2000,25.31223825734273,5.198761864923304,7.54674108560354
Brazil,2020,27.86358425584741,5.188462007584048,5.908069709499149
India,2014,36.60782806295081,3.1966481234994437,8.781902155810632
India,2000,38.12228249040487,4.877703205729662,6.398478199058092
USA,2016,34.569795228955044,3.3237700983982834,9.1592081988804
Brazil,2001,34.76550132238455,4.178814084748765,6.012793357930059
Brazil,2019,42.61026772336667,4.422144561846114,7.573220576136227
USA,2005,38.81791067036391,5.1022202963865,6.7502334393010335
USA,2007,38.00701960716528,4.360329608002233,6.901467767380251
Brazil,2015,39.653878956762455,3.6889100527521097,3.994973579170801
Brazil,2018,33.196458351868294,3.5528467674982678,5.025200034648439
USA,2000,48.03899398485813,4.634390933965324,8.76493279349476
India,2002,21.154810890005106,3.9929604248047537,4.56677143732724
India,2002,43.74752614471269,4.173045107111701,7.838045702484689
USA,2004,40.412645112458655,5.276371674780775,10.399968813866227
India,2011,36.48972950930513,4.8479183449195125,7.329516069726007
USA,2011,35.48017374561267,5.769516674870655,9.690121793166886
India,2019,34.066680217177364,3.685442063458456,7.53816907928502
India,2012,41.620661527780456,3.932646821789528,6.894285952999031
Brazil,2019,34.760813156000694,4.64694986350317,7.061967750371067
Brazil,2008,30.63269156286148,5.95503800793316,6.2339333602558895
India,2006,40.41189731193009,3.864107691163241,6.187836898927017
India,2003,44.50859740435915,4.530728516963872,5.712258772299706
Brazil,2018,23.43698526152748,5.556984074206337,7.134796261787764
Brazil,2021,49.14255098462192,4.539936812112895,9.800577742859993
Brazil,2018,28.77961221482215,5.316003083708932,8.636708943148246
USA,2005,29.238210340907884,6.065991538148581,6.807312734688058
India,2012,27.53066168304432,4.736099069042273,7.421314541235638
Brazil,2010,35.005094314787755,4.866784499041107,6.371909509080519
India,2012,27.3216902901882,5.094356050304096,8.63219057409017
USA,2012,28.050439616894685,3.7765028016802367,4.051553117984498
USA,2021,30.868699714498295,3.314746622500917,9.395889616540794
Brazil,2019,35.83073405116603,4.626761913277028,5.682127716221704
USA,2014,36.40912159380507,3.9998964977403473,5.9239261374084204
India,2020,42.44718367646051,5.342206575970899,4.665916943949876
Brazil,2012,42.30889263916948,4.751437728295313,6.732126958652613
India,2021,41.14766788458562,5.328649122674823,5.478706113567606
India,2010,33.43029697360565,3.538680880121756,8.24522911925915
USA,2018,23.952909332020475,5.301229146794963,7.512697307476715
USA,2007,23.820113610176037,2.660993372195052,5.459521485312608
USA,2019,41.10637925665888,3.6043118846445847,5.184571593412362
USA,2007,40.062526830244224,5.0057907514733975,5.537040566633316
USA,2009,31.29977322533572,4.097950866313208,5.081524023089994
Brazil,2015,26.35558249221535,4.1749586042629545,6.08067654927583
India,2018,28.71709386098545,4.585787422024456,5.238921386038237
India,2022,68.4915150450746,5.637564005704356,8.252406379175984
India,2010,36.059365999129625,2.9625844188036634,5.752477575099176
India,2012,41.255187638762,5.49896509015829,7.363552587417253
USA,2008,35.497076470401,5.545968095313098,7.37587754884934
India,2019,33.53578382899015,4.096501102430912,3.720330953319292
Brazil,2023,41.75192783579863,3.944092154409299,7.570172226372095
Brazil,2018,22.24943059167419,4.405623458802638,3.9396801360498337
India,2015,36.90471768150216,3.9270626379191023,5.249238994424863
India,2006,32.99462732820839,4.775821256362263,7.50104931329797
Brazil,2018,39.276558673722455,4.880009800281466,6.687255211561002
Brazil,2011,38.07563961716805,3.256872380338108,5.989337332836283
USA,2014,30.822142133662005,3.76371505962317,3.825533213349424
Brazil,2022,31.955990861126107,3.5518887767529,7.946957930802426
USA,2013,21.18814744671391,4.671749991758016,7.151148782840027
USA,2010,39.499948989570925,5.197865687522694,5.215307289626473
USA,2009,36.438642920387785,3.641251604933815,5.057689484559319
USA,2010,43.39107413271027,5.192220884941064,8.040324329212677
USA,2005,32.60359978303672,3.7601603955272673,6.950606387574092
India,2001,40.48601358588815,5.074897567970106,4.459551130219964
Brazil,2010,28.580443726615165,4.27301485637927,5.404403260383573
USA,2018,18.77126121284621,4.146639435415245,9.435936886048436
Brazil,2005,34.432916357793395,5.413960429981373,8.003356645899244
Brazil,2013,31.599909469681847,5.930152584846471,6.500856912837705
USA,2019,28.69507144529168,2.94660044674786,6.5335563776594086
India,2005,40.3886323609197,4.979548543819533,3.236928635636104
USA,2016,42.24948004126134,4.641867393734636,8.459936670529638
India,2009,35.63252767619517,5.0263060060002855,5.822871884321533
Brazil,2000,33.90488558229101,3.349188588508973,5.286997779521722
India,2002,35.376250243415136,3.632543475709221,7.6249592700057
India,2007,31.082442536592037,3.9628562199482817,5.555069537459055
India,2007,38.375575690570415,4.670452614961062,3.765551110010564
Brazil,2019,25.76376808303137,3.9138769996260594,7.114714168106632
Brazil,2021,28.561531229418843,4.241581688645012,4.226806601651795
India,2014,30.252433092159187,5.164422338039686,6.411807740667111
India,2023,38.24813258588917,6.139050895278667,6.976413307619245
USA,2006,33.18506085774054,5.107360207482549,6.083239753065986
India,2010,43.16234236821843,5.187516163471103,6.089949207836102
USA,2006,39.819858538271056,4.354519164383974,8.826385483710734
India,2003,30.193440946625927,3.7875172781828623,8.847947950354612
USA,2011,38.80079474239172,4.239233605817192,5.123689325395289
Brazil,2005,32.55075783108789,4.453678198889722,5.607865124407877
India,2013,37.83908297014378,3.571889748184499,5.690198854561722
India,2011,40.11063298155784,5.152096548362249,6.45284146130312
India,2010,41.6882876108763,5.715560427655098,6.377026043421416
India,2018,36.2121294190275,4.597937539773795,9.07562398421475
USA,2020,44.600742118881314,5.367259181800096,6.221701908822954
India,2004,37.64788613636763,5.466745714436364,4.954601802479785
Brazil,2013,35.81031295674578,3.6722798213247128,5.617976469396369
Brazil,2020,33.18491367404038,3.109755173199888,7.060070352383463
India,2023,31.212145878869794,4.1007873319059325,6.114313085310142
Brazil,2015,37.51930235637023,4.576706159302537,6.970407096773668
India,2012,35.6045458218799,3.543094595381467,6.133737549131206
India,2021,36.56495360380634,5.637778866142708,7.587196768112155
Brazil,2021,37.88447496533775,6.059041252200469,6.367601878698382
India,2019,36.53960886885829,4.643357558581873,4.675395116590539
Brazil,2021,47.07977244156711,3.714562140475188,5.979718716410913
USA,2003,31.83221069493117,4.889036278804572,9.817108796526576
India,2010,37.59376006471824,3.712047768518489,8.354337121686068
USA,2016,33.63384070490756,5.414474839216693,4.757498087686424
Brazil,2006,20.231167318548557,4.3148547270024045,9.167588884491447
USA,2013,33.83916306278933,5.081802284943271,6.705653925678783
USA,2010,29.38101766448876,5.221517808791672,5.767424536323798
Brazil,2021,34.599065246957515,4.930366411072155,6.0776272886346
USA,2008,34.84158487200977,5.928224583817329,6.5852335534455655
USA,2022,37.312147327636026,4.642618492877137,8.126096370510663
Brazil,2012,31.818923748102986,4.097443746440565,6.785043191115601
USA,2022,32.56944250557836,2.818248359078768,7.000103725285687
Brazil,2017,39.20416191685969,2.672831020588648,8.316995045356903
USA,2010,30.145648823113262,5.021630484177655,5.9013648521863
Brazil,2014,23.969282055744248,4.352924753063349,6.95364732079945
Brazil,2021,35.94218814155889,3.8476833544840057,7.1583139978453145
USA,2018,41.425092485409465,3.608875864888448,6.702092689655057
USA,2000,39.13508285388132,5.092763469337173,7.248503946143647
USA,2003,36.05290517318182,3.7131719632431017,5.463188961389408
India,2013,42.50387206009267,5.804528789713726,7.969997694894211
India,2013,41.492103434989495,6.380789292587684,5.669217265719012
India,2002,33.01451283362564,3.7799705504051433,7.1819827375350815
Brazil,2016,36.48513037002242,5.035860116340988,6.815585585097879
USA,2002,36.74276133581864,4.852017274807191,5.470080772423051
Brazil,2015,34.47949622754458,3.709880951774196,8.933691734903913
India,2013,41.80548542524327,3.714409538648423,9.074844990668522
USA,2019,34.08715739961937,4.401927022516408,5.118748953389969
Brazil,2012,31.998326653970025,3.5892884546485573,7.698941932023116
USA,2014,19.450752455749075,5.373005568784928,6.3161923181378805
Brazil,2013,30.21017670575773,4.30311158891375,5.489253003484738
USA,2023,27.107492547179408,3.603497306928937,7.052764568715944
India,2018,34.75762309240139,4.428808512893308,7.750686671931744
India,2005,27.47786449722347,4.873138640593882,6.741624360549484
USA,2009,38.65210845001341,3.920441857564049,6.603003970165239
Brazil,2014,41.65062564928423,2.9055270464376566,8.494135090017233
India,2020,34.81305944847128,4.601094216609868,8.54809669748504
India,2021,29.09589370241755,3.52640029376419,5.475662866835751
India,2019,36.7184022570892,3.865001333564313,6.636331920280093
USA,2005,46.36085034852817,4.875284135919263,4.131551870817072
USA,2022,44.494883775947365,4.029680883477111,7.753013055963922
Brazil,2009,26.56352784057546,4.387110570560614,8.491250194022367
Brazil,2006,26.34091265919057,5.662440878909808,7.084316648494439
Brazil,2021,24.80278136120031,4.218370131715806,4.9469180489067375
USA,2016,28.178123277498077,6.117052914056087,8.92294500745784
USA,2017,36.50955481261178,5.091931715788019,9.54562443812099
Brazil,2016,31.65983434898045,3.7549005585522175,5.852185930161743
Brazil,2008,29.967979784692343,4.118917108416992,7.168191386129335
USA,2009,41.23465860509871,3.489885691967558,7.725010423130138
Brazil,2009,38.18055871452576,5.009965119944117,7.681066414565565
India,2006,24.771784237077128,5.559611677670809,6.57229168173366
USA,2015,40.89034804525781,4.213284928311285,9.196810969281527
Brazil,2017,38.03620833477223,3.010884196846396,4.152056699890837
USA,2005,38.16957954818224,4.788375815971157,4.171263920153407
India,2019,31.57715585641659,3.810413682742628,6.47647287549353
USA,2000,33.87617492123066,3.931464784710353,9.115344210865878
USA,2000,23.1636708308173,4.749221732848353,8.239539806513063
USA,2011,40.20192003520775,5.485587296255548,4.260008966130393
USA,2020,29.006437932192107,5.091601382496309,10.765174721634835
India,2001,29.776225813436337,4.843600790635054,7.331514945041892
USA,2003,29.6951522338417,4.374198317930765,4.771670744115616
USA,2016,45.80240670142291,3.443651230675516,6.361818100873165
Brazil,2003,30.98777561142628,4.7783536935988975,7.950717787617286
USA,2010,40.653561641262336,5.074183971753991,8.378713056472897
Brazil,2021,34.85604737070331,4.02393412275233,6.401035742154005
India,2003,30.025341719387125,4.20690923037671,7.283246732550822
India,2000,28.937599680321817,5.38804153934659,6.312827234094218
India,2006,31.22686347509605,4.186019584039879,6.4012234592732
India,2017,34.55323155934475,4.28355148100558,7.587181967489823
Brazil,2008,38.61042263832905,4.429280150405128,8.661071896659184
USA,2002,32.1740499230575,5.032446066351537,4.793805395316305
India,2007,31.949529549318083,4.734664963390581,6.15081883232474
USA,2023,29.71306913058756,4.675410400358398,5.597094856716439
Brazil,2018,27.835747151238664,5.714295450401825,4.987993199135127
Brazil,2003,27.333853881486423,4.172384861297855,4.911436875221327
Brazil,2017,40.92817350763761,3.7395728775034542,6.537426472550212
India,2019,31.826965492274766,5.31767844379676,4.891160043508589
USA,2010,32.358344602665404,4.68474528011296,4.840301774558846
USA,2013,31.00032450211489,4.02860304275196,6.230971409597185
USA,2017,33.09886226043426,4.212107668976186,5.030828574462916
Brazil,2015,37.22644504594061,3.4808559782955726,7.262891469600066
India,2002,32.07871507298227,4.6853441462305225,5.781281278989124
Brazil,2014,36.08443932458343,3.3308631712221883,4.708227441647557
Brazil,2003,43.50925093698584,5.0456224461046375,9.988580598039064
USA,2004,30.08201590287676,4.0820794277165655,3.300862866448752
Brazil,2016,32.36319038005875,3.3847753586336,7.784456974335019
USA,2006,38.84636161647085,5.377799029352975,7.01915171742208
India,2015,43.983777003091554,6.30511551022398,5.772882303979833
USA,2013,27.546138332742792,4.849856407070867,5.138428587218768
India,2015,24.795175850913004,4.271663330978025,9.092629499352032
USA,2006,34.99636189476625,3.731945324146344,9.685842071607674
Brazil,2008,34.37673861816917,4.709467689684095,6.060784655927674
Brazil,2003,39.20101577699659,5.00938621071986,5.842646677945886
India,2021,38.285362079726085,4.505514521196512,8.193119233917011
India,2010,34.796220644754364,5.216350338394724,6.130996247138588
India,2001,41.29528912020075,5.711111750163251,7.375181938330147
USA,2011,30.91389407088404,3.4922494394746506,7.337022688450091
USA,2011,36.26948475246053,4.735239441375259,6.555987149580543
India,2003,27.70575662711408,2.9773344004614204,6.747648403355648
Brazil,2017,34.74723034294809,3.848760956140133,7.054390723257174
